編號,分類,題號,文件名稱,題目,選項1,選項2,選項3,選項4,正確答案
B3-028,B3,028,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,一家零售電商公司希望建立顧客流失預測模型，用以判斷哪些會員可能在三個月內不再消費。團隊以去年會員資料進行訓練，並僅採用「曾經購買三次以上」的活躍顧客紀錄作為樣本。模型上線後，對整體會員進行預測時，發現模型對於新註冊會員與低消費會員的預測準確率明顯偏低。下列何者為造成此現象最可能的原因？,(1) 特徵設計未排除與會員忠誠度高度相關的變數，導致特徵偏差（Feature Bias）,(2) 標記（Label）由人工標註，導致標籤偏差（Label Bias）,(3) 訓練樣本僅涵蓋高活躍顧客，造成取樣偏差（Sampling Bias）,(4) 模型未進行超參數調整，導致過擬合（Overfitting）,3
B3-029,B3,029,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,在工業設備故障預測專案中，模型訓練與超參數調整均依賴於一段歷史數據作為驗證集。然而，隨著設備運行環境與工況條件的變化，原有驗證集已無法充分反映現況，導致模型在實際部署後的預測準確率逐漸下降。下列哪一種策略最能有效提升模型在長期運行環境中的穩健性與泛化能力？,(1) 固定驗證集內容，並透過模型正則化技巧（如 L2 正則化）強化模型泛化,(2) 將全部歷史資料納入訓練，不使用驗證集，依靠早期停止（Early Stopping）控制訓練,(3) 簡化模型架構，減少模型參數數量以降低過擬合風險,(4) 採用時間序列交叉驗證（Time Series Cross Validation）或滑動視窗驗證（Rolling Window Validation）方法，動態更新驗證資料以適應時間演進,4
B3-030,B3,030,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,某情感分析模型在英文資料集上取得 macro F1-score = 0.91。當該模型部署於西班牙文資料集時，F1-score 驟降至 0.58。下列哪一項解釋最合理，且與 F1-score 變化相關？,(1) macro F1-score 本身波動性高，建議改用 micro-average F1-score 評估,(2) 模型在西班牙文語料上過度擬合，導致評估結果偏高,(3) 語言轉移造成召回率（Recall）下降，模型無法正確辨識關鍵情緒詞彙,(4) 以均方誤差（MSE）取代 F1-score 評估可獲得更準確的結果,3
B3-031,B3,031,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,某能源公司利用歷史氣象與用電資料，開發長期電力需求預測模型，採用深度神經網路架構進行訓練。在訓練過程中，模型在訓練集上的損失值持續下降，但在驗證集上，損失在第 80輪後開始波動，呈現週期性上升與下降。團隊懷疑模型受到季節性資料波動與隨機噪音影響，導致驗證損失難以穩定收斂。若要在此情境下合理運用早期停止法（Early Stopping）以確保模型具最佳泛化能力，下列哪一項策略最為適當？,(1) 直接根據訓練集損失最低點停止訓練，以確保模型充分擬合所有樣本,(2) 監控驗證集損失並設定適度的耐心值（Patience），在連續多輪未改善後再停止訓練,(3) 改以測試集損失作為早停依據，以提升模型最終評估一致性,(4) 將所有資料重新合併後訓練至收斂，避免因資料分割導致評估波動,2
B3-032,B3,032,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,某電信公司開發客戶流失預測模型，使用大量顧客行為特徵，例如通話時長、上網頻率、帳單金額、客服聯絡次數等。在訓練過程中，團隊發現部分特徵彼此高度相關，但同時也懷疑有些特徵對流失預測的貢獻度有限。若希望模型在避免過擬合（Overfitting）的同時，能自動篩選出較具代表性的特徵，採用下列哪一種方法最為合適？,(1) 使用早期停止法（Early Stopping）控制訓練回合數，避免過擬合（Overfitting）,(2) 同時移除多重共線性特徵並採用 L2正則化（Ridge），以確保模型穩定收斂,(3) 僅使用 L2正則化（Ridge），抑制所有權重幅度但保留全部特徵,(4) 採用 L1正則化（Lasso），透過懲罰項使部分特徵係數縮為 0,4
B3-033,B3,033,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,某資料科學團隊正在開發一個客戶相似度比對系統，用於計算所有客戶之間的相似度分數。若系統需逐一比對每一位客戶與其他所有客戶的資料組合，此時演算法的時間複雜度最可能為哪一種？,(1) O(n),(2) O(n²),(3) O(1),(4) O(log n),2
B3-034,B3,034,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,某醫療人工智慧團隊正在開發心臟病風險預測模型，資料量僅有 150 筆，其中陽性個案不到 8%。由於樣本數稀少且類別分布極不平衡，團隊希望在有限資料下，仍能準確評估模型在不同資料上的表現穩定性，同時避免訓練資料被過度切分而影響模型效能。若團隊希望在有限樣本下，同時兼顧資料的利用率與各類別在驗證折中的比例一致性，最適合採用下列哪一種交叉驗證方法？,(1) 5-Fold交叉驗證（5-Fold Cross Validation）,(2) 留一法交叉驗證（Leave-One-Out Cross Validation）,(3) 隨機交叉驗證（Random Cross Validation）,(4) 分層留一法交叉驗證（Stratified Leave-One-Out Cross Validation）,4
B3-035,B3,035,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,"某公司針對製程感測器資料進行主成分分析（PCA），經標準化與協方差矩陣分解後，得到三個主成分的特徵值如下：λ1=6.0, λ2=3.0, λ3=1.0。若團隊決定僅保留能解釋至少 80% 總變異量的主成分，以進行後續模型建構，下列哪一項敘述最合理且數據解讀正確？",(1) 前兩個主成分合計解釋 90%的總變異量，因此可安全降維至二維，且仍保留大部分資訊,(2) 第一主成分解釋 60%的變異量，表示資料結構呈現明顯線性關係，僅保留一維即可避免過擬合,(3) 雖然前兩個主成分可解釋超過 80% 變異量，但第二主成分貢獻仍高達 30%，不宜捨棄第三主成分,(4) 三個特徵值相差不大，顯示各主成分變異均衡，降維可能導致資訊損失,1
B3-036,B3,036,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,某銀行計畫與多家合作機構共同訓練一個 AI信用風險預測模型，為避免客戶交易資料在傳輸與運算過程中外洩，技術團隊評估使用同態加密（Homomorphic Encryption）技術。下列何者最能正確描述同態加密在此應用中的關鍵特性？,(1) 系統以隨機雜訊（Noise）干擾輸出，確保統計結果不洩漏個資,(2) 各參與銀行透過安全通道交換私鑰，確保模型參數一致,(3) 將原始資料壓縮並同時加密，以減少加密後資料量與運算時間,(4) 資料在加密狀態下仍可進行數值運算，模型訓練可於未解密資料上完成,4
B3-037,B3,037,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,某跨銀行風控平台希望整合多家銀行的用戶行為資料，用於訓練信用風險預測模型。由於競爭與法規限制，各銀行僅願意提供加密後資料，且資料在任何時間不得被平台解密。同時，平台需建立安全通訊協議以確保資料在傳輸過程未被竄改或重放。下列哪一組技術最能完整對應上述需求？,(1) 對稱加密＋ 單向雜湊＋ 非對稱加密＋ 差分隱私,(2) 同態加密＋ 非對稱加密＋ 單向雜湊＋ 對稱加密,(3) 差分隱私＋ 對稱加密＋ 同態加密＋ 數位簽章,(4) 同態加密＋ 安全多方計算（MPC）＋ 雜湊函數＋ 對稱加密,2
B3-038,B3,038,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,附圖程式碼 sum((y_true - y_pred) ** 2) / len(y_true) 所計算的是哪一類型的評估指標？,(1) MAE,(2) MSE,(3) RMSE,(4) R²,2
B3-039,B3,039,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,"附圖程式碼 mask = np.random.binomial(1, p, size=x.shape); return x * mask / p 實現的是哪一種正則化技術？",(1) L1正則化,(2) L2正則化,(3) Dropout,(4) Batch Normalization,3
B3-040,B3,040,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,"依據附圖 Numpy程式碼 v1=, v2=, A=[,]，下列何者正確？",(1) np.linalg.inv(A) 計算矩陣 A 的行列式,(2) v1 * v2 結果為 array(),"(3) np.dot(v1, v2) 結果為 np.int64(32)",(4) np.linalg.eig(A) 計算矩陣 A 的反矩陣,3
B3-041,B3,041,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,考慮擲出骰子並採用 Monte Carlo方法估算條件機率。A=擲出偶數，B=擲出大於3。請問下列何者為條件機率 P(A∣B) 的正確程式碼？,(1) A_and_B.sum() / (A.sum() * B.sum()),(2) A_and_B.sum() / (A.sum() + B.sum()),(3) A_and_B.sum() / A.sum(),(4) A_and_B.sum() / B.sum(),4
B3-042,B3,042,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,VGG16模型中，下列哪一層的參數量（parameter count）最多？,(1) 卷積層(Conv2d),(2) 全連接層(Linear),(3) ReLU激活函數,"(4) 池化層(MaxPool2d, AdaptiveAvgPool2d)",2
B3-043,B3,043,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,VGG16模型中，下列哪一層的運算量(FLOPs)最多？,(1) 卷積層(Conv2d),(2) 全連接層(Linear),(3) ReLU激活函數,"(4) 池化層(MaxPool2d, AdaptiveAvgPool2d)",1
B3-044,B3,044,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,根據 VGG16的模型架構摘要，下列敘述何者正確？,(1) 第一個線性層的輸入維度是 8192,(2) Linear-33（第一個全連接層）的參數不包含偏差,(3) 訓練此模型只需大約 625MB 的 GPU記憶體，1 GB GPU足夠,(4) VGG16包含 13層卷積層與 3層全連接層，總參數數目約為 138M,4
B3-045,B3,045,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,針對 VGG16進行遷移學習，凍結特徵提取層的參數，只針對分類器重新訓練。下列哪段程式碼寫法正確？,(1) 凍結 model.parameters()，替換 classifier,(2) 凍結 model.features.parameters()，替換 classifier,(3) 凍結 model.classifier.parameters()，替換 classifier,(4) 設定 model.requires_grad = False,2
B3-046,B3,046,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,使用 PCA 進行降噪時，若影像仍然含有明顯的雜訊，最可能是哪一段程式碼設定不正確？（原始碼：pca = PCA()）,(1) 程式碼 A,(2) 程式碼 B,(3) 程式碼 C,(4) 程式碼 D,2
B3-047,B3,047,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,"針對 digits資料集進行 KNN分類與交叉驗證，哪幾組程式碼能正確執行？(A與C使用accuracy, B與D使用f1)",(1) 程式碼 A、B、C、D,(2) 程式碼 A、C,(3) 程式碼 A、B,(4) 程式碼 C、D,2
B3-048,B3,048,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,參考資料標準化程式碼 X -= mean; X /= std，下列敘述何者正確？ (A: 調整平均值為0; D: 防止梯度爆炸),(1) A、B、C、D,(2) A、E,(3) A、D,(4) A、C、F,3
B3-049,B3,049,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,"參考 Keras Model Summary，Layer 1 (Dense, 10) 與 Layer 2 (Dense, 10) 的參數量(Param #)分別為何？(輸入特徵數為 9)","(1) activation=""relu""其數學式為 sigmoid",(2) 空格 1值為 110，空格 2值為 100,(3) 空格 1值為 100，空格 2值為 110,"(4) activation=""sigmoid""一般用於多類別分類預測模型",3
B3-050,B3,050,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,"參考訓練與驗證損失圖表與程式碼，loss (Train) 為藍色實線，val_loss (Validation) 為紅色虛線。下列敘述何者正確？(A: 空格1填 ""b-""; D: 空格2填 ""r--"")",(1) B、C,(2) A、C、D,(3) A、D,(4) C、D、E,3
A1-051,A1,051,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,下列何者不屬於資料整合（Data Integration）的主要目的？,(1) 統一不同來源資料的格式與欄位定義，以確保分析一致性；,(2) 識別並處理重複資料，避免影響模型訓練結果；,(3) 整併多來源資料，以提升資料完整性與應用價值；,(4) 依資料保存政策延長原始資料留存期限，以利未來可能的分析需求,4
