編號,分類,對應PDF,PDF題號,CSV題號,內容判定,答案判定,溯源判定,題號判定,顯示判定,圖片依賴,內嵌圖片數,差異類型,內容差異明細,其他問題,差異摘要
B3-068,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,18,18,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-069,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,19,19,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-070,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,20,20,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項1不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項1混入頁首文字 | L4 選項1多餘連續空白,"PDF「使用ReLU作為激活函數,輸出維度設為1,直接輸出單一數值作為預測結果」｜CSV「使用ReLU作為激活函數,輸出維度設為1,直接輸出單一數值作為預測結果;第三科:機器學習技術與應用答案題目」"
B3-071,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,21,21,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-072,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,22,22,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-073,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,23,23,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-074,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,24,24,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項4不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,PDF「One-Hot編碼(One-HotEncoding)」｜CSV「One-Hot編碼(One-HotEncoding)第三科:機器學習技術與應用答案題目」
B3-075,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,25,25,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-076,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,26,26,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-077,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,27,27,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-078,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,28,28,PASS,PASS,FAIL,PASS,FAIL,否,0,-,完全一致,L1 文件名稱無法對應實體檔 | L4 選項4多餘連續空白,
B3-079,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,29,29,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某工廠設備監測系統需偵測馬達軸承的異常振動,但過去僅記錄了大量正常運作的振動時序資料,缺乏任何已確認故障的標註樣本.請問下列何種任務範疇最符合此情境下的異常偵測」｜CSV「某工廠設備監測系統需偵測馬達軸承的異常振動,但過去僅記錄了大量正常運作的振動時序資料,缺乏任何已確認故障的標註樣本.請問下列何種任務範疇最符第三科:機器學習技術」"
B3-080,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,30,30,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-081,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,31,31,PASS,PASS,FAIL,PASS,FAIL,否,0,-,完全一致,L1 文件名稱無法對應實體檔 | L4 選項3多餘連續空白,
B3-082,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,32,32,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-083,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,33,33,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項1不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 選項1混入頁首文字 | L4 選項1多餘連續空白,"PDF「Lasso迴歸(L1正則化):透過絕對值懲罰使部分係數歸零,具有特徵選擇效果」｜CSV「Lasso迴歸(L1正則化):透過絕對值懲罰使部分係數歸零,具有特徵選擇效第三科:機器學習技術與應用答案題目果」"
B3-084,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,34,34,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-085,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,35,35,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-086,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,36,36,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-087,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,37,37,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項3不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 選項3混入頁首文字 | L4 選項3多餘連續空白,PDF「Grad-CAM(Gradient-weightedClassActivationMapping):以熱力圖解釋影像模型」｜CSV「Grad-CAM(Gradient-weightedClassActivationMapping):以熱力圖解釋影像第三科:機器學習技術與應用答案題目模型」
B3-088,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,38,38,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B3-089,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,39,39,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項4不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,"PDF「改用人口統計均等指標(DemographicParity),錯誤拒絕比例差異將自動消失二,程式題」｜CSV「改用人口統計均等指標(DemographicParity),錯誤拒絕比例差異將自動消失第三科:機器學習技術與應用二,程式題題目答案」"
B3-090,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,40,40,FAIL,PASS,FAIL,PASS,PASS,是,1,C2 內容刪節; C3 圖片題內容不完整,選項1不符（C3：刪0/增0/改26） | 選項2不符（C2：刪42/增0/改0）,L1 文件名稱無法對應實體檔,"PDF「與」｜CSV「sigmoid,mean_squared_error」"
B3-091,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,41,41,FAIL,PASS,FAIL,PASS,FAIL,是,1,C4 頁首文字混入,題幹不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字 | L4 選項4多餘連續空白,"PDF「工程師使用PyTorch建立OCR訓練pipeline,並對手寫字母資料集套用下圖程式進行資料增強(Transform).模型在訓練過程中顯示驗證損失(Vali」｜CSV「工程師使用PyTorch建立OCR訓練pipeline,並對手寫字母資料集套用下圖程式進行資料增強(Transform).模型在訓練過程中顯示驗證損失(Vali」"
B3-092,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,42,42,FAIL,PASS,FAIL,PASS,PASS,是,1,C2 內容刪節,選項1不符（C2：刪35/增0/改0）,L1 文件名稱無法對應實體檔,"PDF「將所有既有權重的梯度計算關閉,這在遷移學習中屬於哪一種標準策略?(A)全面微調(FullFine-Tuning)」｜CSV「全面微調(FullFine-Tuning)」"
B3-093,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,43,43,FAIL,PASS,FAIL,PASS,FAIL,是,1,C4 頁首文字混入,選項4不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,"PDF「為了避免更新步伐過大,破壞預訓練模型原本已學好的良好特徵表示請依據下方資訊回答第44~45題.Iris是UCIDataset上的一組經典資料集,常被用來教學與測」｜CSV「為了避免更新步伐過大,破壞預訓練模型原本已學好的良好特徵表示第三科:機器學習技術與應用題目答案請依據下方資訊回答第44~45題.Iris是UCIDataset上」"
B3-094,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,44,44,FAIL,PASS,FAIL,PASS,FAIL,是,5,C4 頁首文字混入,題幹不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「研究人員撰寫的程式中(下圖),先用整體資料進行LDA(LinearDiscriminantAnalysis)降維,接著再用KNN(K-NearestNeighb」｜CSV「研究人員撰寫的程式中(下圖),先用整體資料進行LDA(LinearDiscriminantAnalysis)降維,接著再用KNN(K-NearestNeighb」"
B3-095,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,45,45,FAIL,PASS,FAIL,PASS,FAIL,是,6,C4 頁首文字混入,選項4不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,"PDF「程式碼C,程式碼D請依據下方資訊回答第46~48題.使用CIFAR-10資料集以建立卷積神經網路(CNN),進行彩色影像之分類與辨識分析.CIFAR-10為一常」｜CSV「程式碼C,程式碼D第三科:機器學習技術與應用題目答案請依據下方資訊回答第46~48題.使用CIFAR-10資料集以建立卷積神經網路(CNN),進行彩色影像之分類」"
B3-096,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,46,46,FAIL,PASS,FAIL,PASS,FAIL,是,5,C4 頁首文字混入,題幹不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「參考下圖資料處理,下列哪一項描述組合正確?」｜CSV「參考下圖資料處理,下列哪一項描述組合正確?第三科:機器學習技術與應用題目答案」"
B3-097,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,47,47,PASS,PASS,FAIL,PASS,PASS,是,5,-,完全一致,L1 文件名稱無法對應實體檔,
B3-098,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,48,48,FAIL,PASS,FAIL,PASS,FAIL,是,4,C4 頁首文字混入,題幹不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字 | L4 選項4多餘連續空白,"PDF「參考下圖繪圖結果,當Epochs=6時,訓練曲線值(0.81)明顯大於驗證曲線值(0.72),下列何者為最可能的原因?」｜CSV「參考下圖繪圖結果,當Epochs=6時,訓練曲線值(0.81)明顯大於驗證曲線值(0.72),第三科:機器學習技術與應用題目答案下列何者為最可能的原因?」"
B3-099,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,49,49,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項1不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項1混入頁首文字 | L4 選項1多餘連續空白 | L4 選項3多餘連續空白,PDF「VGG(VisualGeometryGroup):透過重複堆疊3×3卷積層與池化層來維持梯度穩定」｜CSV「VGG(VisualGeometryGroup):透過重複堆疊3×3卷積層與池化層來維持梯度穩定;第三科:機器學習技術與應用題目答案」
B3-100,B3,115年第一次中級AI應用規劃師_第三科_機器學習技術與應用_公告試題_20260615003428.pdf,50,50,PASS,PASS,FAIL,PASS,PASS,是,1,-,完全一致,L1 文件名稱無法對應實體檔,
